shield_mode,surface_kind,direction_mode,surface_profile,env,profile_seed,tile_i,tile_j,cell_count,local_gu_mean,local_ra_mean_um,local_rz_mean_um,gu_pass_area_pct,ra_pass_area_pct,rz_pass_area_pct,scratch_pass_area_pct,all4_pass_area_pct,clearcoat_pass_area_pct,temperature_pass_area_pct
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,4,2,400,77.63358683391732,0.02023748074620559,0.06842168735030059,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,4,3,400,77.62704490221728,0.019115785240450718,0.0643535041105527,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,4,4,400,77.6537315874332,0.021045642720270506,0.0714127987858787,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,0,0,400,66.95641015654944,0.08425213931817012,0.28251769666516857,59.75,83.75,100.0,100.0,59.75,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,0,1,400,69.9779576401215,0.0690175710663411,0.23049436297123072,77.75,84.5,100.0,100.0,77.75,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,0,2,400,77.59547606376378,0.011975540686604481,0.04013599846076203,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,0,3,400,76.93970387202225,0.015188935780299596,0.05171399358087621,97.5,99.0,100.0,100.0,97.5,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,0,4,400,61.510087743903604,0.13659679336634192,0.4504616214830223,51.24999999999999,65.75,100.0,100.0,51.24999999999999,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,1,0,400,66.18597668372642,0.07771266352994165,0.2615566221079503,55.75,86.0,100.0,100.0,55.75,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,1,1,400,66.59302833374258,0.07744278762307027,0.2605597773894328,60.0,84.5,100.0,100.0,60.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,1,2,400,71.31567245981934,0.0484024531028881,0.16329061198194136,78.0,90.75,100.0,100.0,78.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,1,3,400,71.80791895080425,0.046266810959460766,0.15750919946854414,81.0,89.25,100.0,100.0,81.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,1,4,400,75.759087427677,0.025758690725542724,0.08744013667387238,93.5,97.0,100.0,100.0,93.5,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,2,0,400,77.5629954773005,0.010287005965673484,0.03493914047525573,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,2,1,400,77.64656171908364,0.006856279572262195,0.023136303357684688,99.75,100.0,100.0,100.0,99.75,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,2,2,400,74.51527701097139,0.021737781546772014,0.07545969632337023,87.25,98.5,100.0,100.0,87.25,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,2,3,400,77.5117747309676,0.010959532270360887,0.036838376042944175,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,2,4,400,77.60014116612935,0.015572981157550111,0.052225521188257636,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,3,0,400,71.65971535926728,0.02890089272103802,0.09626690056131959,64.0,100.0,100.0,100.0,64.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,3,1,400,72.40253597932322,0.028580093796118415,0.09544173025613724,64.75,100.0,100.0,100.0,64.75,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,3,2,400,75.73646563433246,0.013079753621683126,0.045124396115733836,90.0,100.0,100.0,100.0,90.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,3,3,400,77.43627076564731,0.01092955390856209,0.03730064698579763,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,3,4,400,77.55826401211793,0.009769269041136307,0.03243948036054997,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,4,0,400,77.52014169019357,0.011176530074171631,0.03806241503767805,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,4,1,400,77.46643903972634,0.011936192210527679,0.04014473452229995,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,4,2,400,77.61002188212964,0.011053658821988504,0.03740968689290963,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,4,3,400,74.59628992069182,0.014778521612413829,0.050090986548961,81.75,100.0,100.0,100.0,81.75,100.0,100.0
static_cap,flat,cross_xy,legacy_stress,0,41000,4,4,400,71.57747407542445,0.02169709823889245,0.07349926749335718,67.0,100.0,100.0,99.75,67.0,100.0,100.0
