surface_kind,curvature_radius_m,freeform_seed,direction_mode,surface_profile,env,profile_seed,outcome,quality_ok,safety_ok,force_hard_violated,thermal_hard_violated,unstable_hard_violated,control_steps,contact_steps,sensor_fault_steps,raw_force_max_n,normal_alignment_error_max_deg,force_action_mean,feed_action_mean,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c,before_gu_pass_area_pct,before_tile_gu_pass_area_pct_mean,before_tile_gu_pass_area_pct_min,before_tile_gu_pass_area_pct_p10,before_ra_pass_area_pct,before_tile_ra_pass_area_pct_mean,before_tile_ra_pass_area_pct_min,before_tile_ra_pass_area_pct_p10,before_rz_pass_area_pct,before_tile_rz_pass_area_pct_mean,before_tile_rz_pass_area_pct_min,before_tile_rz_pass_area_pct_p10,before_scratch_pass_area_pct,before_tile_scratch_pass_area_pct_mean,before_tile_scratch_pass_area_pct_min,before_tile_scratch_pass_area_pct_p10,before_all4_pass_area_pct,before_tile_all4_pass_area_pct_mean,before_tile_all4_pass_area_pct_min,before_tile_all4_pass_area_pct_p10,before_clearcoat_pass_area_pct,before_tile_clearcoat_pass_area_pct_mean,before_tile_clearcoat_pass_area_pct_min,before_tile_clearcoat_pass_area_pct_p10,before_temperature_pass_area_pct,before_tile_temperature_pass_area_pct_mean,before_tile_temperature_pass_area_pct_min,before_tile_temperature_pass_area_pct_p10,final_gu_pass_area_pct,final_tile_gu_pass_area_pct_mean,final_tile_gu_pass_area_pct_min,final_tile_gu_pass_area_pct_p10,final_ra_pass_area_pct,final_tile_ra_pass_area_pct_mean,final_tile_ra_pass_area_pct_min,final_tile_ra_pass_area_pct_p10,final_rz_pass_area_pct,final_tile_rz_pass_area_pct_mean,final_tile_rz_pass_area_pct_min,final_tile_rz_pass_area_pct_p10,final_scratch_pass_area_pct,final_tile_scratch_pass_area_pct_mean,final_tile_scratch_pass_area_pct_min,final_tile_scratch_pass_area_pct_p10,final_all4_pass_area_pct,final_tile_all4_pass_area_pct_mean,final_tile_all4_pass_area_pct_min,final_tile_all4_pass_area_pct_p10,final_clearcoat_pass_area_pct,final_tile_clearcoat_pass_area_pct_mean,final_tile_clearcoat_pass_area_pct_min,final_tile_clearcoat_pass_area_pct_p10,final_temperature_pass_area_pct,final_tile_temperature_pass_area_pct_mean,final_tile_temperature_pass_area_pct_min,final_tile_temperature_pass_area_pct_p10
freeform,0.6,0,same_xx,factory_prepolish_deep_stress,7,31097,success,True,True,False,False,False,3612,3512,0,12.030502319335938,88.24533081054688,0.5456103406411287,-0.1683110487312161,72.17172907036243,75.40830146526652,0.12136776673397782,0.13028625260603088,1.2488817665516687,1.1842817097246352,1.081684901658073,0.858842965822176,40.7887694000501,29.105016738947462,97.78999999999999,97.79,66.75,97.9,99.52,99.52,88.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.78999999999999,97.79,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.92999999999999,97.93,68.75,98.05,99.89,99.89,97.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.92999999999999,97.93,68.75,98.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,same_xx,factory_prepolish_deep_defect,4,31000,success,True,True,False,False,False,4016,3916,0,12.705978393554688,88.24533081054688,0.6994484848986599,-0.35284006976489113,68.25885555901026,73.35334753371782,0.11298395000241573,0.11177618331150488,1.208169859703724,1.1800612305872213,0.7570453964220997,0.5796694035984457,42.98832176932966,29.15008977496362,94.1,94.1,42.75,80.15,99.59,99.59,95.25,98.8,100.0,100.0,100.0,100.0,99.87,99.87,98.25,99.85,94.1,94.1,42.75,80.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.67999999999999,94.68,50.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.67999999999999,94.68,50.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,same_xx,factory_prepolish_deep_stress,6,31000,success,True,True,False,False,False,4037,3937,0,12.038790702819824,88.2453384399414,0.7015341937058421,-0.3611502622401608,67.81553034635728,72.56817499969314,0.11596058118144167,0.11726120007432556,1.6722526126712407,1.654442386518289,1.1784688893888984,0.9829453151303083,42.984803887306924,29.233689548300884,93.96,93.96,42.75,79.60000000000001,98.33,98.33,83.5,93.9,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,93.96,93.96,42.75,79.60000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.45,94.45,50.0,80.9,99.28,99.28,92.5,97.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.45,94.45,50.0,80.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,same_xx,legacy_stress,0,31000,fail_max_passes,False,True,False,False,False,4826,4726,0,12.442346572875977,88.2453384399414,0.8271989298809183,-0.6295669861546985,56.14374882566469,65.75002193317069,0.10436793892229047,0.12564181017939471,2.0046725115739297,1.9864771666919399,1.7144875162515547,1.471455418946302,43.23359924742739,29.614997615079417,87.28,87.28,54.25,62.75000000000001,95.25,95.25,70.75,77.60000000000001,100.0,100.0,100.0,100.0,99.47,99.47,97.0,97.95,87.28,87.28,54.25,62.75000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.46000000000001,88.46,58.5,64.85,95.75,95.75,73.75,78.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.46000000000001,88.46,58.5,64.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,same_xx,legacy_stress,1,31097,fail_max_passes,False,True,False,False,False,6329,6229,0,12.745182991027832,88.24533081054688,0.9769424654344451,-0.9548163073198324,43.89134546048661,55.46644966838311,0.18205527414567396,0.1618637816808971,2.3447286941824435,2.265291951558657,1.9306753005759099,1.6892861450718297,43.785790878604104,29.601340854050004,61.95,61.95,29.75,33.55,83.58,83.58,52.0,58.599999999999994,100.0,100.0,100.0,100.0,99.36,99.36,96.75,98.25,61.95,61.95,29.75,33.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.660000000000004,63.66,33.0,34.85,89.42999999999999,89.43,55.25,69.55,100.0,100.0,100.0,100.0,99.98,99.98,99.75,100.0,63.660000000000004,63.66,33.0,34.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,factory_prepolish,3,31097,fail_force_overload,False,False,True,False,False,640,540,0,14.402109146118164,88.2453384399414,0.8706306030740961,-0.4813140306447167,73.64148238075227,74.24136722497002,0.11987626283895714,0.11659247217182617,0.9903408314687232,0.9690646534127918,0.12752690960282664,0.12752690960282664,40.916836722114034,27.55260290580897,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,factory_prepolish,2,31000,fail_force_overload,False,False,True,False,False,649,549,0,14.207618713378906,88.2453384399414,0.9029590254778671,-0.5016114676058384,72.75308062734142,73.43921188503423,0.1097307693050428,0.10716574046018709,0.8456373003843545,0.8224837409184002,0.4290214107790902,0.4043290081148082,43.240978401475765,27.69515992167583,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.19,97.19,42.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.91,99.91,98.75,100.0,97.19,97.19,42.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,factory_prepolish_deep_defect,5,31097,success,True,True,False,False,False,3576,3476,0,13.556809425354004,88.2453384399414,0.5353437724431572,-0.14974059852494356,72.2871679841536,75.59726474387418,0.12035377734851908,0.1237313272584019,1.080907678256999,1.0042393722320038,0.6691882163625448,0.4663659656600183,40.785308041938585,28.917319219728434,97.83,97.83,67.75,97.9,99.97,99.97,99.25,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.83,97.83,67.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.13,98.13,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.13,98.13,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,factory_prepolish_deep_stress,7,31097,success,True,True,False,False,False,3609,3509,0,12.030502319335938,88.24533081054688,0.5427389984001295,-0.1666596268599682,72.17172907036243,75.44139054154559,0.12136776673397782,0.1267602942310758,1.2488817665516687,1.1748927788693526,1.081684901658073,0.8583104722684942,40.78305161134171,28.959334361465558,97.78999999999999,97.79,66.75,97.9,99.52,99.52,88.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.78999999999999,97.79,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.95,97.95,69.0,98.05,99.88,99.88,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.95,97.95,69.0,98.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,factory_prepolish_deep_defect,4,31000,success,True,True,False,False,False,4126,4026,0,12.248329162597656,88.24533081054688,0.7323040768388573,-0.39683822526447965,68.25885555901026,73.37632072351879,0.11298395000241573,0.10938915572855326,1.208169859703724,1.1821419410916638,0.7570453964220997,0.5858832556567594,42.99577939014249,29.14860810216818,94.1,94.1,42.75,80.15,99.59,99.59,95.25,98.8,100.0,100.0,100.0,100.0,99.87,99.87,98.25,99.85,94.1,94.1,42.75,80.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.72,94.72,51.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.72,94.72,51.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,factory_prepolish_deep_stress,6,31000,success,True,True,False,False,False,4148,4048,0,13.92539119720459,88.2453384399414,0.7332466632835459,-0.4051625533918549,67.81553034635728,72.60318185199121,0.11596058118144167,0.11498509336845218,1.6722526126712407,1.6597739210916551,1.1784688893888984,0.986378215756542,42.993891054549934,29.158843088516956,93.96,93.96,42.75,79.60000000000001,98.33,98.33,83.5,93.9,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,93.96,93.96,42.75,79.60000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.53,94.53,50.5,81.0,99.28,99.28,92.5,97.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.53,94.53,50.5,81.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,legacy_stress,1,31097,fail_force_overload,False,False,True,False,False,4522,4422,0,14.202853202819824,88.24533081054688,0.9852803722122822,-0.9724807483924669,43.89134546048661,53.40010981989158,0.18205527414567396,0.16245798429858185,2.3447286941824435,2.288338309027557,1.9306753005759099,1.7084014714955327,43.76934885719323,29.84387155886342,61.95,61.95,29.75,33.55,83.58,83.58,52.0,58.599999999999994,100.0,100.0,100.0,100.0,99.36,99.36,96.75,98.25,61.95,61.95,29.75,33.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.93,62.93,30.5,34.3,88.25,88.25,54.75,66.1,100.0,100.0,100.0,100.0,99.97,99.97,99.75,99.85,62.93,62.93,30.5,34.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,cross_xy,legacy_stress,0,31000,fail_max_passes,False,True,False,False,False,4854,4754,0,12.57282829284668,88.2453384399414,0.8339903040320529,-0.6372428449261419,56.14374882566469,65.55610231532941,0.10436793892229047,0.12261239317100556,2.0046725115739297,1.9868858642432459,1.7144875162515547,1.4788951714312208,43.1645503075414,30.005541651693626,87.28,87.28,54.25,62.75000000000001,95.25,95.25,70.75,77.60000000000001,100.0,100.0,100.0,100.0,99.47,99.47,97.0,97.95,87.28,87.28,54.25,62.75000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.47,88.47,59.25,64.7,95.76,95.76,74.0,78.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.47,88.47,59.25,64.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
