candidate_id,kind,curvature_radius_m,freeform_seed,direction_mode,tile_x,tile_y,exposure_norm,metric_status
cylinder_r0p45,cylinder,0.45,0,cross_xy,0,1,0.9716386249281135,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,0,2,0.972800619358732,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,0,3,0.9716386249281135,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,0,4,0.8352012232898548,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,1,0,0.9692329537586274,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,1,1,1.1195722074309842,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,1,2,1.1203620367251126,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,1,3,1.1195722074309844,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,1,4,0.9692329537586274,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,2,0,0.9568168349946692,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,2,1,1.1054633173628572,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,2,2,1.1065343454869347,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,2,3,1.1054633173628572,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,2,4,0.9568168349946694,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,3,0,0.9692329537586274,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
