shield_mode,surface_kind,direction_mode,surface_profile,env,profile_seed,tile_i,tile_j,cell_count,local_gu_mean,local_ra_mean_um,local_rz_mean_um,gu_pass_area_pct,ra_pass_area_pct,rz_pass_area_pct,scratch_pass_area_pct,all4_pass_area_pct,clearcoat_pass_area_pct,temperature_pass_area_pct,surface_seed_base
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,2,4,400,77.63837013721063,0.018093158279527007,0.060697652225938176,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,0,400,77.34385184932741,0.017271338223172478,0.05836433898272093,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,1,400,77.43637064274868,0.0189180852880196,0.0643871790080422,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,2,400,77.5669829317934,0.01525511998007579,0.051851781658888624,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,3,400,77.60525791667546,0.01614402494798432,0.05467046122052199,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,4,400,77.62541058345185,0.019962463770014465,0.06793765493383772,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,0,400,77.56365899742751,0.02120395113909393,0.07188397220221149,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,1,400,77.50499838936932,0.022975616397312555,0.07695948548701806,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,2,400,77.63379020107301,0.020235659713631397,0.06842306483221818,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,3,400,77.62678563311628,0.01911020877821931,0.06433539709698702,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,4,400,77.6532186620834,0.02103066848205935,0.07135899328380983,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,0,0,400,66.94874090625608,0.08429959405092373,0.2826836863344807,59.75,83.75,100.0,100.0,59.75,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,0,1,400,69.97607346571981,0.06902881148590485,0.23053310525612633,77.75,84.5,100.0,100.0,77.75,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,0,2,400,77.59597505605527,0.011971530084940136,0.04013359165062913,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,0,3,400,76.94011064490556,0.015219070978027221,0.05183682051670266,97.5,99.0,100.0,100.0,97.5,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,0,4,400,61.5080972101946,0.1366301425179758,0.4505793592625348,51.24999999999999,65.75,100.0,100.0,51.24999999999999,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,1,0,400,66.17700530859905,0.07776452819441503,0.2617291395934768,55.75,86.0,100.0,100.0,55.75,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,1,1,400,66.5827690518537,0.07750561727099416,0.26074706998546643,60.25,84.5,100.0,100.0,60.25,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,1,2,400,71.31115090765996,0.04843444818166834,0.16339917356104242,78.0,90.75,100.0,100.0,78.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,1,3,400,71.80153946356342,0.0463025327769524,0.1576335213451342,81.0,89.25,100.0,100.0,81.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,1,4,400,75.75799765448878,0.025747749674487296,0.08743054861754672,93.5,97.0,100.0,100.0,93.5,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,2,0,400,77.56395449884704,0.010294738769501228,0.03495703874874494,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,2,1,400,77.64680152470129,0.006863730881495243,0.023157794849554946,99.75,100.0,100.0,100.0,99.75,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,2,2,400,74.51429167318696,0.021754196319839922,0.07550263658528394,87.25,98.5,100.0,100.0,87.25,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,2,3,400,77.51209376121457,0.010959901119901052,0.03683952849403507,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,2,4,400,77.60019482928661,0.015564067765683517,0.05220714697141289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,3,0,400,71.64231406222937,0.028953380077094346,0.09643504565380459,64.0,100.0,100.0,100.0,64.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,3,1,400,72.38930019670579,0.028669692282149533,0.09572546416548779,64.75,100.0,100.0,100.0,64.75,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,3,2,400,75.72924905002536,0.013109974157843193,0.045216733760721745,90.0,100.0,100.0,100.0,90.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,3,3,400,77.43714690471228,0.010941818189964814,0.03732988155631203,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,3,4,400,77.55859987978872,0.009763971883250101,0.0324173876894514,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,4,0,400,77.52200174080188,0.0112021409618726,0.03814708075998383,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,4,1,400,77.46888290973249,0.011949364660176829,0.04019073750604135,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,4,2,400,77.61123367692655,0.011036364706515199,0.03735676367561949,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,4,3,400,74.59290128454359,0.01478401425773097,0.0501087942004811,81.75,100.0,100.0,100.0,81.75,100.0,100.0,41000
control,sphere,cross_xy,legacy_stress,0,41000,4,4,400,71.56593458935038,0.021728958575391123,0.0736021523068006,67.0,100.0,100.0,99.75,67.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,0,0,400,77.63776979007216,0.026758450473654265,0.08826208759322565,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,0,1,400,77.4770067265335,0.016818757853510537,0.057278572870877176,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,0,2,400,77.48918727678333,0.017504937642130968,0.05879084099429807,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,0,3,400,77.55795222282964,0.017853108016721207,0.05932840611408935,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,0,4,400,77.68492923191329,0.019998596104235673,0.06747914351634406,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,1,0,400,77.4992106864829,0.016279403756755784,0.05568319013533889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,1,1,400,75.16526218742695,0.018018862814439675,0.06159015675815585,83.0,100.0,100.0,100.0,83.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,1,2,400,75.43282267867613,0.01485444396402297,0.05045680386194488,89.25,100.0,100.0,100.0,89.25,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,1,3,400,77.46246341594849,0.0169571139856877,0.05686354381980947,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,1,4,400,77.61303582435464,0.01694468771301247,0.056921709446913195,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,2,0,400,77.45432033279693,0.016327545420337743,0.054897834085390854,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,2,1,400,77.2187196006293,0.013801139112152902,0.046253856417386746,98.5,100.0,100.0,100.0,98.5,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,2,2,400,77.37587485172986,0.01477151254433052,0.050170300968498754,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,2,3,400,77.48072774071214,0.02058128494862118,0.0699500110211733,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,2,4,400,77.63200060165892,0.01796827787419026,0.060282811763568256,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,3,0,400,77.45701590275824,0.0188756935507685,0.06380010465837409,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,3,1,400,77.49362593076434,0.01975382762924647,0.06724847354751988,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,3,2,400,77.55946443945783,0.014939124381796752,0.05083499529138922,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,3,3,400,77.59387176587124,0.01590061013084374,0.05385605744051072,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,3,4,400,77.6220713639696,0.019896102432756586,0.06771749009820816,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,4,0,400,77.58612432566592,0.021615975407664162,0.07329168706372725,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,4,1,400,77.52674449376896,0.0233495623977592,0.07825980033722038,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,4,2,400,77.62645597279639,0.01998670204877227,0.06759219947115121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,4,3,400,77.62003637198512,0.018968506985882438,0.06386540061563134,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish,1,41000,4,4,400,77.65230303946093,0.02101071852643724,0.07129622968046827,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,0,0,400,77.6377575404428,0.026830098713692893,0.08849338537015526,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,0,1,400,77.48495593116388,0.01704675893797894,0.05804091840251425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,0,2,400,77.49136267978169,0.017579284412431874,0.05903010168721475,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,0,3,400,77.55861929639472,0.017872066244594902,0.0593858859869431,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,0,4,400,77.68503769172649,0.02000433901548388,0.06749554437634094,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,1,0,400,77.42781018992574,0.015437325060613849,0.05280100510950944,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,1,1,400,75.20534189758041,0.017518311466680293,0.0598399888788528,83.5,100.0,100.0,100.0,83.5,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,1,2,400,75.47275142833479,0.014773097636916175,0.050156051832854015,89.25,100.0,100.0,100.0,89.25,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,1,3,400,77.46545033011114,0.01702865873162868,0.057101151596562635,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,1,4,400,77.61348776103709,0.01695513818831595,0.056955882502556766,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,2,0,400,73.98607194627957,0.028620836707075558,0.09628585592115002,82.5,100.0,100.0,100.0,82.5,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,2,1,400,75.7885130219637,0.017606117177850135,0.06012570621404514,90.75,100.0,100.0,100.0,90.75,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,2,2,400,77.36857779432245,0.014809076729800719,0.050269049301842166,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,2,3,400,77.49001016937217,0.020798513028089185,0.07067670731698521,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,2,4,400,77.63254556635103,0.01797816444898944,0.06031630069386983,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,3,0,400,77.36090818647381,0.017442886989846307,0.05897571822690951,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,3,1,400,77.44735586811456,0.01902769092823523,0.06476298568384403,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,3,2,400,77.56171509561572,0.01505674569629991,0.051206046632253345,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,3,3,400,77.59854456872402,0.015984886968837313,0.05413633678360906,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,3,4,400,77.62225676449616,0.019893995554257502,0.06771073904150544,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,4,0,400,77.59297211324719,0.021815254478238823,0.07395794155600836,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,4,1,400,77.52917075043224,0.023437445916768062,0.07852696918670898,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,4,2,400,77.63194789375892,0.02014232853837461,0.06810941275875118,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,4,3,400,77.62195355829758,0.019009192701690426,0.06399678096637187,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_defect,2,41000,4,4,400,77.65197928108083,0.021001640034475865,0.07126070056188531,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,0,0,400,77.6432352362793,0.026953697819304966,0.08891013677871908,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,0,1,400,77.49207712233388,0.017193380707945693,0.058536227325494856,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,0,2,400,77.49404369064644,0.017637795647880337,0.05922164195305026,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,0,3,400,77.55900514357123,0.01787683481483049,0.059402145499417906,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,0,4,400,77.68509168004938,0.020003037306994757,0.06749204335299469,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,1,0,400,77.45135494656414,0.016099382561235775,0.05502449159565919,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,1,1,400,75.1912674200543,0.01827590913847387,0.06233871997831805,83.25,100.0,100.0,100.0,83.25,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,1,2,400,75.4751188499168,0.014955064223668298,0.0507547952902585,89.25,100.0,100.0,100.0,89.25,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,1,3,400,77.46682576898138,0.017055817923130198,0.05718909650250275,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,1,4,400,77.61372397292126,0.016960896329269365,0.056974356806387544,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,2,0,400,72.28882971117574,0.04282692958536455,0.14392973849087481,79.25,95.25,100.0,100.0,79.25,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,2,1,400,74.96184944415009,0.024095464180033607,0.08251636691108295,88.0,98.75,100.0,100.0,88.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,2,2,400,77.38291532082778,0.01514467885905511,0.05139734371018814,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,2,3,400,77.49087358991517,0.020815411333113865,0.07073359880651757,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,2,4,400,77.63269804488115,0.017981243745802178,0.060326543989198324,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,0,400,77.39538343521727,0.01814562643096702,0.061307359550711524,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,1,400,77.47158949148259,0.01959833669353667,0.06669227397032731,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,2,400,77.56603128400819,0.01514393680693801,0.05148429901780363,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,3,400,77.59897836804615,0.01599383331646052,0.054166725149316884,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,3,4,400,77.62220924664398,0.01989311960323844,0.06770747609853243,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,0,400,77.59702800055466,0.021904747686590988,0.07425847411011213,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,1,400,77.53352113215594,0.02352717395503885,0.07882474673197745,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,2,400,77.633132308337,0.020172568018281156,0.06821116252705908,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,3,400,77.62215050146057,0.019013376478269218,0.06401116326219157,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,factory_prepolish_deep_stress,3,41000,4,4,400,77.652012569702,0.021003230477356097,0.07126803580833842,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,0,0,400,66.69838081285951,0.08559212431793363,0.2868332590465773,59.5,83.5,100.0,100.0,59.5,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,0,1,400,69.88303031262677,0.07022163364639872,0.23434908688884654,77.75,84.5,100.0,100.0,77.75,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,0,2,400,77.6369851358571,0.012341948144730795,0.04139214691346945,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,0,3,400,76.9573302675548,0.015772703789117378,0.0537371561125734,97.25,99.0,100.0,100.0,97.25,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,0,4,400,61.257650003455474,0.13936696732971288,0.45912377566862306,51.0,65.75,100.0,100.0,51.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,1,0,400,65.83831903772369,0.08001933612529089,0.26901488529073636,55.75,85.0,100.0,100.0,55.75,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,1,1,400,66.21586823966294,0.08030268972652124,0.26970263125888155,59.5,83.5,100.0,100.0,59.5,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,1,2,400,71.12298767261134,0.05041014658911963,0.1698279308501621,78.0,90.0,100.0,100.0,78.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,1,3,400,71.68536362171366,0.04750685075820722,0.1615485711632308,81.0,89.0,100.0,100.0,81.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,1,4,400,75.75282112994496,0.026418231656642702,0.08963829269515591,93.5,96.75,100.0,100.0,93.5,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,2,0,400,77.59874386417472,0.010715476298798139,0.03637236461094481,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,2,1,400,77.66928171808065,0.007312083238670208,0.024656323185129517,99.75,100.0,100.0,100.0,99.75,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,2,2,400,74.32799822174015,0.022598529249949997,0.0783987078238403,87.0,98.0,100.0,100.0,87.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,2,3,400,77.54150360532442,0.011038881105008452,0.03708803659701179,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,2,4,400,77.61547794034226,0.01550820833260423,0.05202615297948951,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,3,0,400,71.29283176145323,0.0301458411618331,0.10029318182632327,64.0,100.0,100.0,100.0,64.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,3,1,400,72.05738013078737,0.030189430309147117,0.10071325980795784,64.0,100.0,100.0,100.0,64.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,3,2,400,75.60316917046643,0.013586573438168558,0.04684584919561541,90.0,100.0,100.0,100.0,90.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,3,3,400,77.45010468361194,0.011140033416469464,0.0380207616337517,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,3,4,400,77.57185286083104,0.009893204370725533,0.03283640716119259,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,4,0,400,77.55616764079987,0.01151685222201432,0.03922374172469504,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,4,1,400,77.50540063575674,0.012260899819357402,0.04123326676863861,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,4,2,400,77.62880389811458,0.011124434103965339,0.03764234857701841,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,4,3,400,74.42506692398163,0.015670896655652536,0.05306270996358894,80.25,100.0,100.0,100.0,80.25,100.0,100.0,41000
static_cap,sphere,cross_xy,legacy_stress,0,41000,4,4,400,71.10788378938717,0.023031662535020484,0.07788876444885134,65.25,100.0,100.0,99.75,65.25,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,0,0,400,77.85923830420121,0.030315091122072806,0.1001358925601805,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,0,1,400,77.93985313648078,0.02584300590362332,0.08791883291044095,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,0,2,400,77.99999999265566,0.02886518863241659,0.09637130180366778,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,0,3,400,77.99999999265566,0.02663513236752652,0.0884630022592928,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,0,4,400,77.99999999265566,0.026083619984468318,0.087788018953224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,1,0,400,77.74710259497988,0.02142165131927087,0.07304855628557295,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,1,1,400,73.04890804536049,0.03688286113863746,0.1247727296231217,80.25,100.0,100.0,100.0,80.25,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,1,2,400,73.24117945264896,0.029701323773159833,0.09988552680532244,87.75,100.0,100.0,99.25,87.75,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,1,3,400,77.99999998602009,0.028225721110088857,0.09411912430343318,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,1,4,400,77.99999998602009,0.02456438244866942,0.08235212638731201,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,2,0,400,77.70329910182235,0.02059000735234173,0.06908225353606158,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,2,1,400,77.43993544683393,0.025672265110763003,0.08574037418726825,98.25,100.0,100.0,100.0,98.25,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,2,2,400,77.93750192053106,0.027670831000023776,0.09352178491219063,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish,1,41000,2,3,400,77.99999997711646,0.032271807165463254,0.10920673075575682,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
